query_frame_index,query_time_s,query_timecode,prediction_target,pred_latitude,pred_longitude,raw_pred_latitude,raw_pred_longitude,matched_reference_image,matched_reference_flight,matched_reference_frame_index,matched_reference_time_s,matched_reference_timecode,retrieval_distance,retrieval_similarity,selected_query_scale,orb_good_matches,homography_inliers,mean_match_distance,verification_inlier_ratio,projected_center_x,projected_center_y,projected_center_inside,homography_quad_area_frac,homography_geometry_ok,verification_geometry_reason,query_inlier_bbox_area_frac,query_inlier_bbox_width_frac,query_inlier_bbox_height_frac,reference_inlier_bbox_area_frac,reference_inlier_bbox_width_frac,reference_inlier_bbox_height_frac,temporal_filter_enabled,filter_accepted,filter_reason,filter_visual_score,filter_temporal_distance_m,filter_fused_score,truth_latitude_eval_only,truth_longitude_eval_only,error_m_eval_only,processing_time_ms,stage10_original_filter_accepted,stage10_original_filter_reason,stage10_original_pred_latitude,stage10_original_pred_longitude,stage10_seed_trusted,stage10_expected_latitude,stage10_expected_longitude,stage10_expected_method,stage10_path_window_id,stage10_local_rerun_replaced,stage10_local_rerun_score,stage10_local_rerun_dist_to_expected_m,stage10_final_source,filtered_latitude,filtered_longitude,filtered_method,debug_image,resolved_reference_image,debug_match_backend,debug_good_matches_recomputed,debug_inliers_recomputed,debug_homography_found,debug_reference_path,debug_selected_query_scale_used,debug_query_accepted_masks,debug_reference_accepted_masks
2610,87.087,00:01:27.087,center,32.10512926,35.20643305,32.10512926,35.20643305,data\processed\reference_frames\DJI_0006\DJI_0006_frame_021900.jpg,DJI_0006,21900,730.730,00:12:10.730,0.446966,0.553034,0.3000,72,28,227.224,0.388889,809.311,380.976,1,0.428065,1,ok,0.030199,0.142578,0.211806,0.013675,0.106445,0.128472,0,1,accepted,5.168204,,5.168204,,,,16431.37,0,homography_not_found,32.10401783,35.20971289,0,32.10592952,35.20724193,interpolate_seed_anchors,002,1,19.317180,117.145,local_path_rerun,32.10512926,35.20643305,local_path_rerun_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0027_query_002610_ref_DJI_0006_21900_accepted.jpg,data\processed\reference_frames\DJI_0006\DJI_0006_frame_021900.jpg,LightGlue,72,28,1,data\processed\reference_frames\DJI_0006\DJI_0006_frame_021900.jpg,0.3000,0,0
3105,103.603,00:01:43.604,center,32.10629465,35.20673732,32.10629465,35.20673732,data\processed\reference_frames\DJI_0006\DJI_0006_frame_022950.jpg,DJI_0006,22950,765.765,00:12:45.765,0.292851,0.707149,0.3000,48,16,228.031,0.333333,852.008,305.871,1,0.847142,1,ok,0.021681,0.135742,0.159722,0.012012,0.063477,0.189236,0,1,accepted,4.357796,,4.357796,,,,15001.16,0,not_enough_good_matches,32.10258647,35.20934118,0,32.10623847,35.20681495,interpolate_seed_anchors,002,1,15.347630,9.617,local_path_rerun,32.10629465,35.20673732,local_path_rerun_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0028_query_003105_ref_DJI_0006_22950_accepted.jpg,data\processed\reference_frames\DJI_0006\DJI_0006_frame_022950.jpg,LightGlue,48,16,1,data\processed\reference_frames\DJI_0006\DJI_0006_frame_022950.jpg,0.3000,0,0
3150,105.105,00:01:45.105,center,32.10629465,35.20673732,32.10629465,35.20673732,data\processed\reference_frames\DJI_0006\DJI_0006_frame_022950.jpg,DJI_0006,22950,765.765,00:12:45.765,0.288080,0.711920,0.2000,93,27,240.291,0.290323,837.896,333.545,1,4.003378,1,ok,0.028030,0.163086,0.171875,0.041621,0.163086,0.255208,0,1,accepted,5.122834,,5.122834,,,,13804.53,0,bad_homography_geometry,32.10630193,35.20662529,0,32.10626657,35.20677612,interpolate_seed_anchors,002,1,19.642122,4.807,local_path_rerun,32.10629465,35.20673732,local_path_rerun_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0029_query_003150_ref_DJI_0006_22950_accepted.jpg,data\processed\reference_frames\DJI_0006\DJI_0006_frame_022950.jpg,LightGlue,93,27,1,data\processed\reference_frames\DJI_0006\DJI_0006_frame_022950.jpg,0.2000,0,0
3195,106.606,00:01:46.606,center,32.10629465,35.20673732,32.10629465,35.20673732,data\processed\reference_frames\DJI_0006\DJI_0006_frame_022950.jpg,DJI_0006,22950,765.765,00:12:45.765,0.282556,0.717444,0.2000,91,28,292.077,0.307692,739.825,359.278,1,1.548155,1,ok,0.027995,0.187500,0.149306,0.043864,0.191406,0.229167,0,1,accepted,4.540992,,4.540992,,,,7332.74,1,accepted,32.10629465,35.20673732,1,32.10629465,35.20673732,seed_anchor,,0,,,seed_anchor_keep_original,32.10629465,35.20673732,seed_anchor_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0030_query_003195_ref_DJI_0006_22950_accepted.jpg,data\processed\reference_frames\DJI_0006\DJI_0006_frame_022950.jpg,LightGlue,91,28,1,data\processed\reference_frames\DJI_0006\DJI_0006_frame_022950.jpg,0.2000,0,0
3285,109.609,00:01:49.610,center,32.10563987,35.20721578,32.10563987,35.20721578,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019680.jpg,DJI_0006,19680,656.656,00:10:56.656,0.285384,0.714616,0.3000,95,24,266.100,0.252632,1179.989,405.372,1,0.897225,1,ok,0.079027,0.264648,0.298611,0.041835,0.170898,0.244792,0,1,accepted,4.612553,,4.612553,,,,7172.74,1,accepted,32.10563987,35.20721578,1,32.10563987,35.20721578,seed_anchor,,0,,,seed_anchor_keep_original,32.10563987,35.20721578,seed_anchor_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0031_query_003285_ref_DJI_0006_19680_accepted.jpg,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019680.jpg,LightGlue,95,24,1,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019680.jpg,0.3000,0,0
3330,111.111,00:01:51.111,center,32.10573289,35.20751367,32.10573289,35.20751367,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019590.jpg,DJI_0006,19590,653.653,00:10:53.653,0.271208,0.728792,0.2000,82,26,369.039,0.317073,1169.803,233.951,1,1.053150,1,ok,0.020981,0.122070,0.171875,0.018989,0.109375,0.173611,0,1,accepted,3.460388,,3.460388,,,,7249.65,1,accepted,32.10573289,35.20751367,1,32.10573289,35.20751367,seed_anchor,,0,,,seed_anchor_keep_original,32.10573289,35.20751367,seed_anchor_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0032_query_003330_ref_DJI_0006_19590_accepted.jpg,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019590.jpg,LightGlue,82,26,1,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019590.jpg,0.2000,0,0
3375,112.612,00:01:52.612,center,32.10570896,35.20741207,32.10570896,35.20741207,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019620.jpg,DJI_0006,19620,654.654,00:10:54.654,0.297527,0.702473,0.3000,82,29,316.063,0.353659,1080.947,269.388,1,0.734240,1,ok,0.073151,0.298828,0.244792,0.034559,0.177734,0.194444,0,1,accepted,4.281602,,4.281602,,,,8164.72,1,accepted,32.10570896,35.20741207,1,32.10570896,35.20741207,seed_anchor,,0,,,seed_anchor_keep_original,32.10570896,35.20741207,seed_anchor_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0033_query_003375_ref_DJI_0006_19620_accepted.jpg,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019620.jpg,LightGlue,82,29,1,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019620.jpg,0.3000,0,0
3510,117.117,00:01:57.117,center,32.10512926,35.20643305,32.10512926,35.20643305,data\processed\reference_frames\DJI_0006\DJI_0006_frame_021900.jpg,DJI_0006,21900,730.730,00:12:10.730,0.337011,0.662989,0.3000,94,25,275.560,0.265957,1014.337,284.082,1,0.153290,1,ok,0.050741,0.251953,0.201389,0.032740,0.153320,0.213542,0,1,accepted,4.502413,,4.502413,,,,11981.59,0,not_enough_good_matches,32.10368041,35.20836047,0,32.10581878,35.20728555,interpolate_seed_anchors,002,1,19.089096,111.023,local_path_rerun,32.10512926,35.20643305,local_path_rerun_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0034_query_003510_ref_DJI_0006_21900_accepted.jpg,data\processed\reference_frames\DJI_0006\DJI_0006_frame_021900.jpg,LightGlue,94,25,1,data\processed\reference_frames\DJI_0006\DJI_0006_frame_021900.jpg,0.3000,0,0
3600,120.120,00:02:00.120,center,32.10512926,35.20643305,32.10512926,35.20643305,data\processed\reference_frames\DJI_0006\DJI_0006_frame_021900.jpg,DJI_0006,21900,730.730,00:12:10.730,0.405367,0.594633,0.3000,108,39,222.984,0.361111,848.132,345.018,1,0.100405,1,ok,0.031901,0.218750,0.145833,0.020142,0.117188,0.171875,0,1,accepted,5.846783,,5.846783,,,,12093.52,0,not_enough_good_matches,32.10386606,35.20878300,0,32.10589199,35.20720121,interpolate_seed_anchors,002,1,21.761488,111.481,local_path_rerun,32.10512926,35.20643305,local_path_rerun_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0035_query_003600_ref_DJI_0006_21900_accepted.jpg,data\processed\reference_frames\DJI_0006\DJI_0006_frame_021900.jpg,LightGlue,108,39,1,data\processed\reference_frames\DJI_0006\DJI_0006_frame_021900.jpg,0.3000,0,0
3645,121.621,00:02:01.622,center,32.10512926,35.20643305,32.10512926,35.20643305,data\processed\reference_frames\DJI_0006\DJI_0006_frame_021900.jpg,DJI_0006,21900,730.730,00:12:10.730,0.351929,0.648071,0.3000,144,40,214.986,0.277778,821.577,366.730,1,0.703575,1,ok,0.055559,0.220703,0.251736,0.030862,0.163086,0.189236,0,1,accepted,6.063133,,6.063133,,,,11856.58,0,not_enough_good_matches,32.10256871,35.20907226,0,32.10592858,35.20715905,interpolate_seed_anchors,002,1,21.618365,112.142,local_path_rerun,32.10512926,35.20643305,local_path_rerun_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0036_query_003645_ref_DJI_0006_21900_accepted.jpg,data\processed\reference_frames\DJI_0006\DJI_0006_frame_021900.jpg,LightGlue,144,40,1,data\processed\reference_frames\DJI_0006\DJI_0006_frame_021900.jpg,0.3000,0,0
4050,135.135,00:02:15.135,center,32.10629465,35.20673732,32.10629465,35.20673732,data\processed\reference_frames\DJI_0006\DJI_0006_frame_022950.jpg,DJI_0006,22950,765.765,00:12:45.765,0.315946,0.684054,0.3000,58,17,260.543,0.293103,840.798,335.152,1,1.153061,1,ok,0.031047,0.164062,0.189236,0.018053,0.085938,0.210069,0,1,accepted,4.036448,,4.036448,,,,12656.33,0,not_enough_good_matches,32.10229060,35.21039519,0,32.10625803,35.20677950,interpolate_seed_anchors,002,1,16.100290,5.689,local_path_rerun,32.10629465,35.20673732,local_path_rerun_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0037_query_004050_ref_DJI_0006_22950_accepted.jpg,data\processed\reference_frames\DJI_0006\DJI_0006_frame_022950.jpg,LightGlue,58,17,1,data\processed\reference_frames\DJI_0006\DJI_0006_frame_022950.jpg,0.3000,0,0
4095,136.637,00:02:16.636,center,32.10629465,35.20673732,32.10629465,35.20673732,data\processed\reference_frames\DJI_0006\DJI_0006_frame_022950.jpg,DJI_0006,22950,765.765,00:12:45.765,0.303329,0.696671,0.3000,62,19,281.517,0.306452,786.777,365.069,1,2.686970,1,ok,0.040949,0.243164,0.168403,0.032281,0.156250,0.206597,0,1,accepted,3.976590,,3.976590,,,,8765.94,1,accepted,32.10629465,35.20673732,1,32.10629465,35.20673732,seed_anchor,,0,,,seed_anchor_keep_original,32.10629465,35.20673732,seed_anchor_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0038_query_004095_ref_DJI_0006_22950_accepted.jpg,data\processed\reference_frames\DJI_0006\DJI_0006_frame_022950.jpg,LightGlue,62,19,1,data\processed\reference_frames\DJI_0006\DJI_0006_frame_022950.jpg,0.3000,0,0
4140,138.138,00:02:18.138,center,32.10632476,35.20681688,32.10632476,35.20681688,data\processed\reference_frames\DJI_0006\DJI_0006_frame_022920.jpg,DJI_0006,22920,764.764,00:12:44.764,0.317882,0.682118,0.2000,104,36,316.289,0.346154,711.258,341.129,1,3.000483,1,ok,0.034251,0.177734,0.192708,0.040995,0.152344,0.269097,0,1,accepted,4.635930,,4.635930,,,,7311.89,1,accepted,32.10632476,35.20681688,1,32.10632476,35.20681688,seed_anchor,,0,,,seed_anchor_keep_original,32.10632476,35.20681688,seed_anchor_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0039_query_004140_ref_DJI_0006_22920_accepted.jpg,data\processed\reference_frames\DJI_0006\DJI_0006_frame_022920.jpg,LightGlue,104,36,1,data\processed\reference_frames\DJI_0006\DJI_0006_frame_022920.jpg,0.2000,0,0
4185,139.639,00:02:19.640,center,32.10612970,35.20714085,32.10612970,35.20714085,data\processed\reference_frames\DJI_0008\DJI_0008_frame_007620.jpg,DJI_0008,7620,254.254,00:04:14.254,0.293316,0.706684,0.2000,95,29,189.885,0.305263,930.928,358.634,1,2.002067,1,ok,0.035044,0.190430,0.184028,0.041989,0.198242,0.211806,0,1,accepted,5.868439,,5.868439,,,,13153.89,0,weak_inlier_ratio,32.10570896,35.20741207,0,32.10598243,35.20701626,interpolate_seed_anchors,002,1,20.039683,20.146,local_path_rerun,32.10612970,35.20714085,local_path_rerun_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0040_query_004185_ref_DJI_0008_7620_accepted.jpg,data\processed\reference_frames\DJI_0008\DJI_0008_frame_007620.jpg,LightGlue,95,29,1,data\processed\reference_frames\DJI_0008\DJI_0008_frame_007620.jpg,0.2000,0,0
4230,141.141,00:02:21.141,center,32.10563987,35.20721578,32.10563987,35.20721578,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019680.jpg,DJI_0006,19680,656.656,00:10:56.656,0.297703,0.702297,0.3000,105,35,221.519,0.333333,1141.684,428.234,1,0.571265,1,ok,0.072005,0.267578,0.269097,0.040812,0.199219,0.204861,0,1,accepted,5.794008,,5.794008,,,,7248.31,1,accepted,32.10563987,35.20721578,1,32.10563987,35.20721578,seed_anchor,,0,,,seed_anchor_keep_original,32.10563987,35.20721578,seed_anchor_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0041_query_004230_ref_DJI_0006_19680_accepted.jpg,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019680.jpg,LightGlue,105,35,1,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019680.jpg,0.3000,0,0
4275,142.643,00:02:22.642,center,32.10573289,35.20751367,32.10573289,35.20751367,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019590.jpg,DJI_0006,19590,653.653,00:10:53.653,0.278356,0.721644,0.3000,76,29,357.662,0.381579,1096.149,234.980,1,0.693399,1,ok,0.061462,0.207031,0.296875,0.030863,0.144531,0.213542,0,1,accepted,3.783831,,3.783831,,,,8414.16,1,accepted,32.10573289,35.20751367,1,32.10573289,35.20751367,seed_anchor,,0,,,seed_anchor_keep_original,32.10573289,35.20751367,seed_anchor_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0042_query_004275_ref_DJI_0006_19590_accepted.jpg,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019590.jpg,LightGlue,76,29,1,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019590.jpg,0.3000,0,0
4320,144.144,00:02:24.144,center,32.10570896,35.20741207,32.10570896,35.20741207,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019620.jpg,DJI_0006,19620,654.654,00:10:54.654,0.334624,0.665376,0.3000,88,29,308.760,0.329545,1030.369,265.745,1,0.553322,1,ok,0.065748,0.270508,0.243056,0.031311,0.166992,0.187500,0,1,accepted,4.333343,,4.333343,,,,8790.63,1,accepted,32.10570896,35.20741207,1,32.10570896,35.20741207,seed_anchor,,0,,,seed_anchor_keep_original,32.10570896,35.20741207,seed_anchor_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0043_query_004320_ref_DJI_0006_19620_accepted.jpg,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019620.jpg,LightGlue,88,29,1,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019620.jpg,0.3000,0,0
4365,145.645,00:02:25.646,center,32.10577196,35.20760907,32.10577196,35.20760907,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019560.jpg,DJI_0006,19560,652.652,00:10:52.652,0.346064,0.653936,0.2000,52,17,421.658,0.326923,1041.787,112.838,1,1.168388,1,ok,0.017654,0.114258,0.154514,0.018684,0.092773,0.201389,0,1,accepted,1.983389,,1.983389,,,,6833.37,1,accepted,32.10577196,35.20760907,1,32.10577196,35.20760907,seed_anchor,,0,,,seed_anchor_keep_original,32.10577196,35.20760907,seed_anchor_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0044_query_004365_ref_DJI_0006_19560_accepted.jpg,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019560.jpg,LightGlue,52,17,1,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019560.jpg,0.2000,0,0
5355,178.679,00:02:58.678,center,32.10588889,35.20800567,32.10588889,35.20800567,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019440.jpg,DJI_0006,19440,648.648,00:10:48.648,0.274347,0.725653,0.2000,37,12,464.303,0.324324,1143.582,209.129,1,0.125396,1,ok,0.013387,0.082031,0.163194,0.011351,0.063477,0.178819,0,1,accepted,0.936932,,0.936932,,,,15177.06,0,not_enough_good_matches,32.10551049,35.21026805,0,32.10577196,35.20760907,interpolate_seed_anchors,003,1,13.756259,39.554,local_path_rerun,32.10588889,35.20800567,local_path_rerun_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0045_query_005355_ref_DJI_0006_19440_accepted.jpg,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019440.jpg,LightGlue,37,12,1,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019440.jpg,0.2000,0,0
5400,180.180,00:03:00.180,center,32.10577196,35.20760907,32.10577196,35.20760907,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019560.jpg,DJI_0006,19560,652.652,00:10:52.652,0.275923,0.724077,0.2000,94,37,273.398,0.393617,1092.673,315.873,1,2.317716,1,ok,0.032398,0.192383,0.168403,0.055206,0.237305,0.232639,0,1,accepted,5.268523,,5.268523,,,,8739.85,1,accepted,32.10577196,35.20760907,1,32.10577196,35.20760907,seed_anchor,,0,,,seed_anchor_keep_original,32.10577196,35.20760907,seed_anchor_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0046_query_005400_ref_DJI_0006_19560_accepted.jpg,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019560.jpg,LightGlue,94,37,1,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019560.jpg,0.2000,0,0
5445,181.681,00:03:01.682,center,32.10577196,35.20760907,32.10577196,35.20760907,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019560.jpg,DJI_0006,19560,652.652,00:10:52.652,0.240070,0.759930,0.3000,86,28,391.031,0.325581,1152.613,260.913,1,0.882424,1,ok,0.039213,0.223633,0.175347,0.018687,0.163086,0.114583,0,1,accepted,3.348017,,3.348017,,,,7059.71,1,accepted,32.10577196,35.20760907,1,32.10577196,35.20760907,seed_anchor,,0,,,seed_anchor_keep_original,32.10577196,35.20760907,seed_anchor_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0047_query_005445_ref_DJI_0006_19560_accepted.jpg,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019560.jpg,LightGlue,86,28,1,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019560.jpg,0.3000,0,0
5490,183.183,00:03:03.183,center,32.10570896,35.20741207,32.10570896,35.20741207,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019620.jpg,DJI_0006,19620,654.654,00:10:54.654,0.260169,0.739831,0.2000,61,19,353.427,0.311475,1189.564,271.808,1,1.659884,1,ok,0.114029,0.465820,0.244792,0.035461,0.243164,0.145833,0,1,accepted,3.124274,,3.124274,,,,6714.48,1,accepted,32.10570896,35.20741207,1,32.10570896,35.20741207,seed_anchor,,0,,,seed_anchor_keep_original,32.10570896,35.20741207,seed_anchor_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0048_query_005490_ref_DJI_0006_19620_accepted.jpg,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019620.jpg,LightGlue,61,19,1,data\processed\reference_frames\DJI_0006\DJI_0006_frame_019620.jpg,0.2000,0,0
5805,193.694,00:03:13.694,center,32.10626405,35.20587887,32.10626405,35.20587887,data\processed\reference_frames\DJI_0006\DJI_0006_frame_023220.jpg,DJI_0006,23220,774.774,00:12:54.774,0.372255,0.627745,0.3000,70,20,245.955,0.285714,775.051,380.142,1,1.561572,1,ok,0.040212,0.172852,0.232639,0.041245,0.155273,0.265625,0,1,accepted,4.439030,,4.439030,,,,14786.73,0,not_enough_good_matches,32.10484597,35.21176717,0,32.10585034,35.20724919,interpolate_seed_anchors,003,1,17.450727,137.023,local_path_rerun,32.10626405,35.20587887,local_path_rerun_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0049_query_005805_ref_DJI_0006_23220_accepted.jpg,data\processed\reference_frames\DJI_0006\DJI_0006_frame_023220.jpg,LightGlue,70,20,1,data\processed\reference_frames\DJI_0006\DJI_0006_frame_023220.jpg,0.3000,0,0
6030,201.201,00:03:21.201,center,32.10586027,35.20568619,32.10586027,35.20568619,data\processed\reference_frames\DJI_0007\DJI_0007_frame_000660.jpg,DJI_0007,660,22.022,00:00:22.022,0.351300,0.648700,0.3000,74,24,447.335,0.324324,1176.511,162.282,1,1.016160,1,ok,0.030321,0.256836,0.118055,0.032166,0.181641,0.177083,0,1,accepted,2.253139,,2.253139,,,,17070.60,0,not_enough_good_matches,32.10626405,35.20587887,0,32.10595131,35.20713287,interpolate_seed_anchors,003,1,18.685687,136.638,local_path_rerun,32.10586027,35.20568619,local_path_rerun_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0050_query_006030_ref_DJI_0007_660_accepted.jpg,data\processed\reference_frames\DJI_0007\DJI_0007_frame_000660.jpg,LightGlue,74,24,1,data\processed\reference_frames\DJI_0007\DJI_0007_frame_000660.jpg,0.3000,0,0
6795,226.727,00:03:46.727,center,32.10629465,35.20673732,32.10629465,35.20673732,data\processed\reference_frames\DJI_0006\DJI_0006_frame_022950.jpg,DJI_0006,22950,765.765,00:12:45.765,0.298376,0.701624,0.3000,52,13,291.438,0.250000,687.497,387.059,1,2.309499,1,ok,0.022066,0.133789,0.164931,0.037842,0.151367,0.250000,0,1,accepted,3.228170,,3.228170,,,,8591.78,1,accepted,32.10629465,35.20673732,1,32.10629465,35.20673732,seed_anchor,,0,,,seed_anchor_keep_original,32.10629465,35.20673732,seed_anchor_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0051_query_006795_ref_DJI_0006_22950_accepted.jpg,data\processed\reference_frames\DJI_0006\DJI_0006_frame_022950.jpg,LightGlue,52,13,1,data\processed\reference_frames\DJI_0006\DJI_0006_frame_022950.jpg,0.3000,0,0
7380,246.246,00:04:06.246,center,32.10512926,35.20643305,32.10512926,35.20643305,data\processed\reference_frames\DJI_0006\DJI_0006_frame_021900.jpg,DJI_0006,21900,730.730,00:12:10.730,0.280022,0.719978,0.3000,189,51,285.058,0.269841,834.263,347.641,1,1.110557,1,ok,0.031537,0.204102,0.154514,0.026403,0.174805,0.151042,0,1,accepted,5.698894,,5.698894,,,,7788.30,1,accepted,32.10512926,35.20643305,1,32.10512926,35.20643305,seed_anchor,,0,,,seed_anchor_keep_original,32.10512926,35.20643305,seed_anchor_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0052_query_007380_ref_DJI_0006_21900_accepted.jpg,data\processed\reference_frames\DJI_0006\DJI_0006_frame_021900.jpg,LightGlue,189,51,1,data\processed\reference_frames\DJI_0006\DJI_0006_frame_021900.jpg,0.3000,0,0
9765,325.826,00:05:25.826,center,32.10523054,35.20290631,32.10523054,35.20290631,data\processed\reference_frames\DJI_0008\DJI_0008_frame_004950.jpg,DJI_0008,4950,165.165,00:02:45.165,0.267305,0.732695,0.3000,29,12,583.336,0.413793,514.195,155.175,1,0.177382,1,ok,0.009808,0.086914,0.112847,0.010135,0.095703,0.105903,0,1,accepted,-0.537774,,-0.537774,,,,10575.47,1,accepted,32.10523054,35.20290631,1,32.10523054,35.20290631,seed_anchor,,0,,,seed_anchor_keep_original,32.10523054,35.20290631,seed_anchor_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0053_query_009765_ref_DJI_0008_4950_accepted.jpg,data\processed\reference_frames\DJI_0008\DJI_0008_frame_004950.jpg,LightGlue,29,12,1,data\processed\reference_frames\DJI_0008\DJI_0008_frame_004950.jpg,0.3000,0,0
10035,334.834,00:05:34.834,center,32.10359144,35.20446852,32.10359144,35.20446852,data\processed\reference_frames\DJI_0008\DJI_0008_frame_022320.jpg,DJI_0008,22320,744.744,00:12:24.744,0.246845,0.753155,0.3000,48,12,551.385,0.250000,507.165,187.119,1,1.346515,1,ok,0.007012,0.091797,0.076389,0.019328,0.146484,0.131944,0,1,accepted,-0.099845,,-0.099845,,,,8730.68,1,accepted,32.10359144,35.20446852,1,32.10359144,35.20446852,seed_anchor,,0,,,seed_anchor_keep_original,32.10359144,35.20446852,seed_anchor_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0054_query_010035_ref_DJI_0008_22320_accepted.jpg,data\processed\reference_frames\DJI_0008\DJI_0008_frame_022320.jpg,LightGlue,48,12,1,data\processed\reference_frames\DJI_0008\DJI_0008_frame_022320.jpg,0.3000,0,0
10080,336.336,00:05:36.336,center,32.10329470,35.20444718,32.10329470,35.20444718,data\processed\reference_frames\DJI_0008\DJI_0008_frame_004110.jpg,DJI_0008,4110,137.137,00:02:17.137,0.281777,0.718223,0.3000,53,14,413.926,0.264151,806.786,229.842,1,0.486492,1,ok,0.006866,0.073242,0.093750,0.019572,0.108398,0.180556,0,1,accepted,1.834576,,1.834576,,,,17736.40,0,not_enough_good_matches,32.10369710,35.20384995,0,32.10359144,35.20446852,hold_previous_seed,006,1,15.107201,33.057,local_path_rerun,32.10329470,35.20444718,local_path_rerun_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0055_query_010080_ref_DJI_0008_4110_accepted.jpg,data\processed\reference_frames\DJI_0008\DJI_0008_frame_004110.jpg,LightGlue,53,14,1,data\processed\reference_frames\DJI_0008\DJI_0008_frame_004110.jpg,0.3000,0,0
10170,339.339,00:05:39.339,center,32.10329519,35.20451085,32.10329519,35.20451085,data\processed\reference_frames\DJI_0006\DJI_0006_frame_024720.jpg,DJI_0006,24720,824.824,00:13:44.824,0.287104,0.712896,0.3000,41,11,451.812,0.268293,662.569,243.336,1,3.839277,1,ok,0.009047,0.089844,0.100694,0.022207,0.115234,0.192708,0,1,accepted,0.945971,,0.945971,,,,15256.55,0,not_enough_good_matches,32.10523054,35.20290631,0,32.10359144,35.20446852,hold_previous_seed,006,1,13.617257,33.182,local_path_rerun,32.10329519,35.20451085,local_path_rerun_visual,data\processed\debug_matches\DJI_0011_every45_stage10_3_FINAL_accepted_debug\feature_match_0056_query_010170_ref_DJI_0006_24720_accepted.jpg,data\processed\reference_frames\DJI_0006\DJI_0006_frame_024720.jpg,LightGlue,41,11,1,data\processed\reference_frames\DJI_0006\DJI_0006_frame_024720.jpg,0.3000,0,0
